category	name	ro	istrim	autotrim	dbvalidated	count	json
perfect	another_transamination	[H][#7]([H])-[#6:4]([H])-[#6:1].[O:22]=[#6:21]-1-[#6:20]=[#6:19]-[#6:18](-[#6:24]=[#6:23]-1)=[#7:17]-[c:13]1[c:12][c:10][c:9][c:15][c:14]1>>[#6:1]-[#6:4]=O.[H][#8:22]-[c:21]1[c:20][c:19][c:18]([c:24][c:23]1)-[#7:17]([H])-[c:13]1[c:12][c:10][c:9][c:15][c:14]1	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""another_transamination"",""validation"":true}"
perfect	another_transamination	[O:3]=[#6:1]-[#6:4]=[O:5].[#6:8]-[#6:7]-[#7:6]>>[#7:6]-[#6:4]-[#6:1]=[O:3].[#6:8]-[#6:7]=[O:5]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""another_transamination"",""validation"":true}"
perfect	primary_alcohol_oxidation_to_acid	[H][C:2]([H])([#6:1])[#8:3]>>[#6:1]-[#6:2](-[#8:3])=O	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""primary_alcohol_oxidation_to_acid"",""validation"":true}"
perfect	allyl_pyrophosphate_to_allyl_thioether	[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:15]-[#6:1]=[#6:2].[H][#16:39]-[#6:38]>>[#6:38]-[#16:39]-[#6:15]-[#6:1]=[#6:2]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""allyl_pyrophosphate_to_allyl_thioether"",""validation"":true}"
perfect	thiol_sn2_displace_acetate	[#16:1].[#6:4]-[#6:5]-[#8:6]-[#6:7]=[O:8]>>[#6:4]-[#6:5]-[#16:1].[#8:6]-[#6:7]=[O:8]	null	FALSE	null	-1	"{""note"":""balanced, and mechanistically possible, but very unusual attach of a thiol on an ester on alcohol carbon to displace the acid. I don't really doubt this is real, but it is very unusual"",""confidence"":""med"",""name"":""thiol_sn2_displace_acetate"",""validation"":true}"
perfect	oxime_and_acid_amidation_to_hydroxamate	[H][#7:1]([H])-[#8:2].[#6:6]-[#6:4](-[#8:3])=O>>[#6:6]-[#6:4](-[#8:3])=[#7:1]-[#8:2]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""oxime_and_acid_amidation_to_hydroxamate"",""validation"":true}"
perfect	transamination_of_acid_to_amide	[#6:32]-[#6:33](-[#8:34])=O>>[H][#7]=[#6:33](-[#6:32])-[#8:34]	null	FALSE	null	-1	"{""note"":""A very different transamination, but everything here looks ok and non-trimmable"",""confidence"":""high"",""name"":""transamination_of_acid_to_amide"",""validation"":true}"
perfect	amine_and_acid_to_amide	[H][#7:5]([H])-[#6:4].[#6:14]-[#6:16](-[#8:17])=O>>[#6:4]-[#7:5]=[#6:16](-[#6:14])-[#8:17]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""amine_and_acid_to_amide"",""validation"":true}"
perfect	repeat	[H][#6:4](-[#6:5]=[O:7])-[#6:3]([H])-[#6:1]=[O:2].[H][#7]([H])-[#6]-1=[#6](-[#8]C([H])([H])[H])-[#6](=O)-[#6](=[#6](-[#6]-1=O)C([H])([H])[H])C([H])([H])[#6](\[H])=[#6](/C([H])([H])[H])C([H])([H])C([H])([H])[#6](\[H])=[#6](/C([H])([H])[H])C([H])([H])C([H])([H])[#6]([H])=[#6](C([H])([H])[H])C([H])([H])[H]>>[O:7]=[#6:5]\[#6:4]=[#6:3]\[#6:1]=[O:2]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""repeat"",""validation"":true}"
perfect	alkane_oxidation_to_alkene	[H][#6:11](-[#6:12])-[#6:10]([H])-[#6:9]>>[#6:12]\[#6:11]=[#6:10]/[#6:9]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""alkane_oxidation_to_alkene"",""validation"":true}"
perfect	alkane_oxidation_to_alkene2	[H][#6:11](-[#6:10])-[#6:12]([H])-[#6:13]>>[#6:10]-[#6:11]=[#6:12]-[#6:13]	null	FALSE	null	-1	"{""note"":""alkane_oxidation_to_alkene generates cis-specifically. This is stereoambiguous"",""confidence"":""high"",""stereo"":true,""name"":""alkane_oxidation_to_alkene2"",""validation"":true}"
perfect	alkene_oxidtion_to_epoxide	[#6:4]-[#6:5]=[#6:6]-[#6:7]>>[#6:4]-[#6:5]-1-[#8]-[#6:6]-1-[#6:7]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""alkene_oxidtion_to_epoxide"",""validation"":true}"
perfect	methyl_oxidation_to_acid	[H][C:17]([H])([H])[#6:16]>>[H][#8]-[#6:17](-[#6:16])=O	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""methyl_oxidation_to_acid"",""validation"":true}"
perfect	allylic_oxidation_of_benzaldehyde	[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:5]-[#6:1]=[#6:2].[H][c:30]1[c:28][c:27][c:25][c:24](-[#6:22]=[O:23])[c:31]1>>[#6:2]=[#6:1]-[#6:5]-[c:30]1[c:28][c:27][c:25][c:24](-[#6:22]=[O:23])[c:31]1	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""allylic_oxidation_of_benzaldehyde"",""validation"":true}"
perfect	allylic_alkylation_of_indole	[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:5]-[#6:1]=[#6:2].[H][c:28]1[c:27][c:26][c:25][c:24]2[n:23][c:22][c:21][c:29]12>>[#6:2]=[#6:1]-[#6:5]-[c:28]1[c:27][c:26][c:25][c:24]2[n:23][c:22][c:21][c:29]12	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""allylic_alkylation_of_indole"",""validation"":true}"
perfect	allylic_alkylation_of_indole	[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:5]-[#6:1]=[#6:2].[H][c:26]1[c:25][c:24][c:23]2[n:22][c:21][c:20][c:28]2[c:27]1>>[#6:2]=[#6:1]-[#6:5]-[c:26]1[c:25][c:24][c:23]2[n:22][c:21][c:20][c:28]2[c:27]1	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""allylic_alkylation_of_indole"",""validation"":true}"
perfect	allylic_alkylation_of_indole2	[H][#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]-[#6:5]-[#6:1]=[#6:2].[H][c:22]1[c:23][c:24][c:25][c:26]2[c:18][c:19][n:20][c:21]12>>[#6:2]=[#6:1]-[#6:5]-[c:22]1[c:23][c:24][c:25][c:26]2[c:18][c:19][n:20][c:21]12	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""allylic_alkylation_of_indole2"",""validation"":true}"
perfect	nitrile_hydrolysis_to_acid	[#6:1][C:9]#N>>[H][#8]-[#6:9](-[#6:1])=O	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""nitrile_hydrolysis_to_acid"",""validation"":true}"
perfect	chalcone_to_flavanone	[#8:11]-[c:10]1[c:12][c:13][c:15][c:16][c:9]1-[#6:7](=[O:8])\[#6:6]=[#6:5]\[c:4]1[c:18][c:19][c:1][c:2][c:3]1>>[O:8]=[#6:7]-1-[#6:6]-[#6:5](-[#8:11]-[c:10]2[c:12][c:13][c:15][c:16][c:9]-12)-[c:4]1[c:18][c:19][c:1][c:2][c:3]1	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""chalcone_to_flavanone"",""validation"":true}"
perfect	ester-hydrolysis_to_alcohol_and_acid	[#6:6]-[#8:13]-[#6:10](-[#6:9])=[O:11]>>[H][#8:13]-[#6:6].[H][#8:11]-[#6:10](-[#6:9])=O	null	FALSE	null	-1	"{""note"":""This is for some reason repeated"",""confidence"":""high"",""name"":""ester-hydrolysis_to_alcohol_and_acid"",""validation"":true}"
perfect	hydroquinone_to_quinone	[H][#8:4]-[c:3]1[c:5](-[#6:6])[c:7](-[#6:8])[c:48](-[#8:49][H])[c:50](-[#8:51])[c:2]1-[#8:1]>>[#6:8]-[#6:7]-1=[#6:5](-[#6:6])-[#6:3](=[O:4])-[#6:2](-[#8:1])=[#6:50](-[#8:51])-[#6:48]-1=[O:49]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""hydroquinone_to_quinone"",""validation"":true}"
perfect		[H][#7:5]-[#6:4].[#6:10]-[#6:9][S+:8]([#6:7])[#6:13]>>[#6:10]-[#6:9]-[#7:5]-[#6:4].[#6:7]-[#16:8]-[#6:13]	null	FALSE	null	-1	"{""note"":""I doubt this trims automatically, but one carbon is unnecessary. Interesting and atypical reaction, but I don't doubt it at all"",""confidence"":""high"",""validation"":true}"
perfect	nitrile_hydrolysis_to_amide	[#6:2][C:4]#[N:5]>>[H][#8]-[#6:4](-[#6:2])=[#7:5][H]	null	FALSE	null	-1	"{""confidence"":""high"",""name"":""nitrile_hydrolysis_to_amide"",""validation"":true}"
validated		[#6:5]-[#6:1](=O)-[#6:2]=[O:4].[H][#8]-[#6](=O)C([H])([H])C([H])([H])C([H])([#7:7])[#6](=O)-[#8][H]>>[H][C:1]([#6:5])([#7:7])[#6:2]=[O:4]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:3]-[#6:4](=O)-[#6:5]=[O:7].[H][#8]-[#6](=O)C([H])([H])C([H])([#7:10])[#6](=O)-[#8][H]>>[H][C:4]([#6:3])([#7:10])[#6:5]=[O:7]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:4](-[#6:5]=[O:7])-[#6:3]([H])-[#6:1]=[O:2].[#6:18]-[#6:19]-1=[#6:20](-[#6:21])-[#6:22](=[O:23])-[c:24]2[c:25][c:26][c:27][c:28][c:29]2-[#6:30]-1=[O:31]>>[O:7]=[#6:5]\[#6:4]=[#6:3]\[#6:1]=[O:2].[H][#8:23]-[c:22]1[c:20](-[#6:21])[c:19](-[#6:18])[c:30](-[#8:31][H])[c:29]2[c:28][c:27][c:26][c:25][c:24]12	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:4]-[#6:3]([H])-[#6:2].[O:16]=[#7:15]-[c:12]1[c:11][c:10][c:9][c:14][c:13]1>>[#6:2]-[#6:3]=[O:4].[H][#8:16]-[#7:15]([H])-[c:12]1[c:11][c:10][c:9][c:14][c:13]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[O:8]=[#6:6]-[#6:5]=[#6:4]-1-[#8:9]-[#6:1](=[O:10])-[#6:2]=[#6:3]-1>>[H][#8:9]-[#6:1](=[O:10])-[#6:2]=[#6:3]-[#6:4](=O)-[#6:5]([H])-[#6:6]=[O:8]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:5][C:4]([H])([#6:6])[#8:3].[#6:13]-[n+:14]1[c:15]2[c:16][c:17][c:18][c:19][c:20]2[n:21][c:22]2[c:23][c:24][c:25][c:26][c:27]12>>[#6:6]-[#6:4](-[#8:3])=[O:5].[H][#7:14]-1-[c:15]2[c:16][c:17][c:18][c:19][c:20]2-[#7:21](-[#6:13])-[c:22]2[c:23][c:24][c:25][c:26][c:27]-12	null	FALSE	null	-1	"{""confidence"":""high"",""hydrate"":true,""validation"":true}"
validated		[H][#6:2](-[#6:1])=[O:3]>>[H][#8:3]-[#6:2](-[#6:1])=O.[H][#8]-c1c([H])c([H])c(-[#8][H])c([H])c1[H]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[O:8]=[#6:7]\[#6:6]=[#6:5]\[c:4]1[c:3][c:2][c:11][c:10][c:9]1>>[#8:8]-[#6:7](=O)-[#6:6]=[#6:5]-[c:4]1[c:3][c:2][c:11][c:10][c:9]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:5]-[#6:4].[#6:10]-[#6:11](=[O:12])-[#6:13]=[O:15]>>[H][#8]-c1nc(=[#7][H])c([H])c([H])n1C1([H])[#8]C([H])(C([H])([H])[#8]P(=O)([#8][H])[#8:12][C:11]([#6:10])([#8:5]-[#6:4])[#6:13]=[O:15])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:12]-[#6:1].[H][#8:3]-[#6:2].[#6:8]-[#6:10]=[O:11]>>[H][#8:11]-[#6:10](-[#6:8])-[#8:3]-[#6:2].[H][#8]P(=O)([#8][H])[#8:12]-[#6:1]	null	FALSE	null	-1	"{""note"":""rxns are correct, but aam wrong.  Should be a hemiketal cyclization followed by phosphorylation"",""confidence"":""high"",""aam"":false,""validation"":true}"
validated		[#6:15]-[n+:1]1[c:2]2[c:3][c:4][c:5][c:6][c:7]2[n:8][c:9]2[c:10][c:11][c:12][c:13][c:14]12.[H][#6:32](-[#6:33]=[O:34])[C:31]([H])([#6:30])[#6:37]>>[H][#7:8]-1-[c:7]2[c:6][c:5][c:4][c:3][c:2]2-[#7:1](-[#6:15])-[c:14]2[c:13][c:12][c:11][c:10][c:9]-12.[#6:30]\[#6:31](-[#6:37])=[#6:32]\[#6:33]=[O:34]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:15]-[n+:1]1[c:2]2[c:3][c:4][c:5][c:6][c:7]2[n:8][c:9]2[c:10][c:11][c:12][c:13][c:14]12.[H][#6:27](-[#6:26])-[#6:28]([H])-[#6:29]=[O:30]>>[H][#7:8]-1-[c:7]2[c:6][c:5][c:4][c:3][c:2]2-[#7:1](-[#6:15])-[c:14]2[c:13][c:12][c:11][c:10][c:9]-12.[#6:26]-[#6:27]=[#6:28]-[#6:29]=[O:30]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:15]-[n+:1]1[c:2]2[c:3][c:4][c:5][c:6][c:7]2[n:8][c:9]2[c:10][c:11][c:12][c:13][c:14]12.[H][#6:29](-[#6:28])-[#6:30]([H])-[#6:31]=[O:32]>>[H][#7:8]-1-[c:7]2[c:6][c:5][c:4][c:3][c:2]2-[#7:1](-[#6:15])-[c:14]2[c:13][c:12][c:11][c:10][c:9]-12.[#6:28]\[#6:29]=[#6:30]\[#6:31]=[O:32]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:1]-[#16:2]-[#6:3]>>[#6:1][S:2]([#6:3])=O.[H][#8]-c1nc(=[#7][H])n([H])c2-[#7]([H])C([H])([H])[#6](=[#7]-c12)C([H])([#8][H])C([H])([#8][H])C([H])([H])[H]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[#6:15]-[#6:16]=[#6:17](-[#6:18])-[#6:19].[H][#8:8]-[c:7]1[c:6][c:5][c:22](-[#6:23]=[O:25])[c:20][c:9]1-[#6:10]([H])-[#6:11]=[#6:12]>>[#6:15]-[#6:16]1-[#6:10](-[#6:11]=[#6:12])-[c:9]2[c:20][c:22](-[#6:23]=[O:25])[c:5][c:6][c:7]2-[#8:8][C:17]1([#6:18])[#6:19]	null	FALSE	null	-1	"{""note"":""is over-abstract, needs to include chain"",""confidence"":""high"",""nro"":true,""validation"":true}"
validated	amine_and_acid_esterification_to_amide	[H][#7:12]([H])-[#6:1]>>[H][#8]-[#6](=O)C([H])([#7]([H])[H])C([H])([H])C([H])([H])[#6](-[#8][H])=[#7:12]-[#6:1]	null	FALSE	null	-1	"{""note"":""The glutamate cofactor in reactants should not be abstracted out in this case as it is a participant, not a cofactor here"",""confidence"":""high"",""cofactor"":false,""name"":""amine_and_acid_esterification_to_amide"",""validation"":true}"
validated		[#6:6]-[#8:8].[#6:29]-[#8:30]>>[H][#8]C([H])([H])C1([H])[#8]C([H])([#8:30]-[#6:29])[#6](-[#8])C([H])([#8][H])C1([H])[#8][H].[H][#8]C([H])([H])C1([H])[#8]C([H])([#8:8]-[#6:6])C([H])([#8][H])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""twotimes"":true,""confidence"":""high"",""validation"":true}"
validated		[H][#6:19](-[#6:18])-[#6:20].[H][#6:35](-[#6:34])-[#6:36]>>[H][#8]-[#6:19](-[#6:18])-[#6:20].[H][#8]-[#6:35](-[#6:34])-[#6:36]	null	FALSE	null	-1	"{""note"":""this one applies to two sites of substrate doing an otherwise normal thing"",""confidence"":""high"",""twosites"":""true"",""validation"":true}"
validated		[H][#7]([H])[C:3]([H])([#6:4])[#6:1]=[O:2].[#6:39]-[n+:44]1[c:45][c:46][c:47][c:48](-[#6:50]=[#7:52])[c:49]1>>[#6:4]-[#6:3](=O)-[#6:1]=[O:2].[H][#6:47]-1-[#6:46]=[#6:45]-[#7:44](-[#6:39])-[#6:49]=[#6:48]-1-[#6:50]=[#7:52]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#7:7]([H])-[#6:1].[H][#8]-[#6](=[#7]C([H])([H])C([H])([H])[#16]-[#6:56](=[O:57])-[c:58]1[c:59][c:60][c:61][c:62][c:63]1)C([H])([H])C([H])([H])[#7]=[#6](-[#8][H])C([H])([#8][H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]C([H])([H])C1([H])[#8]C([H])(n2c([H])nc3c(nc([H])nc23)-[#7]([H])[H])C([H])([#8][H])C1([H])[#8]P(=O)([#8][H])[#8][H]>>[H][#8:57]-[#6:56](=[#7:7]-[#6:1])-[c:58]1[c:59][c:60][c:61][c:62][c:63]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[O:49]=[#6:48]-1-[#6:50]=[#6:2]-[#6:3](=[O:4])-[#6:5]=[#6:7]-1>>[H][#8:49][C:48]1([H])[#6:50]=[#6:2][C:3]([H])([#8:4][H])[#6:5]=[#6:7]1	null	FALSE	null	-1	"{""confidence"":""low"",""hydrate"":true,""validation"":true}"
validated		[H][#8:9]-[#6:1](-[#6:2])-[#8:6][C:5]([H])([#6:3])[#6:7]-[#8:8][P:10]([#8:11])([#8:12])=[O:13]>>[H][#8:8]-[#6:7]-[#6:5](-[#6:3])=[O:6].[H][#6:1](-[#6:2])-[#8:9][P:10]([#8:11])([#8:12])=[O:13]	null	FALSE	null	-1	"{""confidence"":""med"",""validation"":true}"
validated		[#6:13]-[#6:1]-1=[#6:2]-[#6:3](=[O:4])-[c:5]2[c:6][c:7][c:8][c:9][c:10]2-[#6:11]-1=[O:12].[H][#6:30](-[#6:31]=[O:32])[C:29]([H])([#6:28])[#6:35]>>[H][#8:4]-[c:3]1[c:2][c:1](-[#6:13])[c:11](-[#8:12][H])[c:10]2[c:9][c:8][c:7][c:6][c:5]12.[#6:28]\[#6:29](-[#6:35])=[#6:30]\[#6:31]=[O:32]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:4]-[#6:2](-[#6:3])=[#6:1]-[#6:5]-[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8][H]>>[#6:3]-[#6:2](=[#6:4])-[#6:1]=[#6:5]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[#6:6]=[#6:7]-[#6:8]=[O:9]>>[H][#8:9]-[#6:8]([H])-[#6:7]=[#6:6]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated	amine_oxide_reduction_to_amine	[#6:4][N:1]([#6:2])([#6:3])=O>>[#6:4]-[#7:1](-[#6:2])-[#6:3]	null	FALSE	null	-1	"{""note"":""pentacoordinate nitrogen is not a thing.  They may mean to have it as N+O-, which would make more sense"",""confidence"":""low"",""name"":""amine_oxide_reduction_to_amine"",""error"":true,""validation"":true}"
validated		[H][#8:3][C:2]([H])([#6:1])[#6:4]=[O:6].[Cl:19][#6:18]-1=[#6:17]-[#6:16](-[#6:24]=[#6:22]([Cl:23])-[#6:20]-1=[O:21])=[#7:15]-[c:12]1[c:11][c:10][c:9][c:14][c:13]1>>[#6:1]-[#6:2](=[O:3])-[#6:4]=[O:6].[H][#8:21]-[c:20]1[c:18]([Cl:19])[c:17][c:16]([c:24][c:22]1[Cl:23])-[#7:15]([H])-[c:12]1[c:11][c:10][c:9][c:14][c:13]1	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[O:17]=[#6:1]-1-[#6:2]=[#6:3]-[#6:4](-[#6:5]=[#6:6]-1)=[#7:7]-[c:8]1[c:9][c:10][c:12][c:14][c:16]1.[H][#8:30][C:29]([H])([#6:27])[#8:31]>>[H][#8:17]-[c:1]1[c:2][c:3][c:4]([c:5][c:6]1)-[#7:7]([H])-[c:8]1[c:9][c:10][c:12][c:14][c:16]1.[#6:27]-[#6:29](-[#8:31])=[O:30]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:2]-[#6:1]([H])-[#6:3].[O:18]=[#6:17]-1-[#6:16]=[#6:15]-[#6:14](-[#6:20]=[#6:19]-1)=[#7:13]-[c:9]1[c:8][c:6][c:5][c:11][c:10]1>>[#6:3]-[#6:1]=[O:2].[H][#8:18]-[c:17]1[c:16][c:15][c:14]([c:20][c:19]1)-[#7:13]([H])-[c:9]1[c:8][c:6][c:5][c:11][c:10]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#8:7][C:6]([H])([#6:4])[#6:8].[O:27]=[#6:26]-1-[#6:25]=[#6:24]-[#6:23](-[#6:29]=[#6:28]-1)=[#7:22]-[c:18]1[c:17][c:15][c:14][c:20][c:19]1>>[#6:4]-[#6:6](-[#6:8])=[O:7].[H][#8:27]-[c:26]1[c:25][c:24][c:23]([c:29][c:28]1)-[#7:22]([H])-[c:18]1[c:17][c:15][c:14][c:20][c:19]1	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#8:5][C:4]([H])([#6:6])[#8:3].[Cl:22][#6:21]-1=[#6:20]-[#6:19](-[#6:27]=[#6:25]([Cl:26])-[#6:23]-1=[O:24])=[#7:18]-[c:15]1[c:14][c:13][c:12][c:17][c:16]1>>[#6:6]-[#6:4](-[#8:3])=[O:5].[H][#8:24]-[c:23]1[c:21]([Cl:22])[c:20][c:19]([c:27][c:25]1[Cl:26])-[#7:18]([H])-[c:15]1[c:14][c:13][c:12][c:17][c:16]1	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated	pyranose_ring_opening	[H][#8:12]-[#6:1](-[#6:2])-[#8:13]-[#6:8].[H][#8]-[#6](=O)C1([H])[#8]C([H])([#8][H])C([H])([#8][H])C([H])([#8][H])C1([H])[#8][H]>>[H][#8:13]-[#6:8].[#6:2]-[#6:1]=[O:12]	null	FALSE	null	-1	"{""note"":""would need to specify the ring, but also I think this is spontaneous, so suspect"",""confidence"":""low"",""name"":""pyranose_ring_opening"",""validation"":true}"
validated		[H][#8:4]-[#6:3](-[#6:1])=[O:11]>>[H][#8:11]-[#6](=[#7]C([H])([H])C([H])([H])[#16]-[#6:3](-[#6:1])=[O:4])C([H])([H])C([H])([H])[#7]=[#6](-[#8][H])C([H])([#8][H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[#8]P(=O)([#8][H])[#8]P(=O)([#8][H])[#8]C([H])([H])C1([H])[#8]C([H])(n2c([H])nc3c(nc([H])nc23)-[#7]([H])[H])C([H])([#8][H])C1([H])[#8]P(=O)([#8][H])[#8][H]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#7]([H])[C:1]([H])([#6:5])[#6:2]=[O:4].[#6:33]-[n+:38]1[c:39][c:40][c:41][c:42]([c:43]1)-[#6:44](-[#8:45])=[O:46].[H][#7]([H])-[c:8]1[n:9][c:10][n:11][c:12]2[n:13][c:14][n:15][c:16]12>>[#6:5]-[#6:1](=[O:46])-[#6:2]=[O:4].[H][#8]-[c:8]1[n:9][c:10][n:11][c:12]2[n:13][c:14][n:15][c:16]12.[H][#7]=[#6:44](-[#8:45])-[#6:42]-1=[#6:43]-[#7:38](-[#6:33])-[#6:39]=[#6:40]-[#6:41]-1[H]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[H][#7:10]([H])-[#6:5].[H][#7]([H])-[#6:1]([H])-[#6:2]>>[#6:2]\[#6:1]=[#7:10]/[#6:5]	null	FALSE	null	-1	"{""confidence"":""high"",""nro"":true,""validation"":true}"
validated	amino_acid_oxidation_to_conjugated_imine	[H][#7:8](-[#6:7])[C:3]([H])([#6:4])[#6:1]=[O:2]>>[#6:7]\[#7:8]=[#6:3](/[#6:4])-[#6:1]=[O:2]	null	FALSE	null	-1	"{""note"":""need ring constraint"",""confidence"":""high"",""name"":""amino_acid_oxidation_to_conjugated_imine"",""nro"":true,""validation"":true}"
validated	secondary_amine_oxidation_to_imine	[H][#6:6](-[#6:5])-[#7:7]([H])-[#6:3]>>[#6:5]\[#6:6]=[#7:7]/[#6:3]	null	FALSE	null	-1	"{""note"":""weird cofactors. NRO b/c is always in a 5-membered ring"",""confidence"":""med"",""name"":""secondary_amine_oxidation_to_imine"",""nro"":true,""validation"":true}"
validated		[H][#8:4]-[#6:3]([H])-[#6:2](-[#6:1])-[#8][H]>>[H][#6:2](-[#6:1])-[#6:3]=[O:4]	null	FALSE	null	-1	"{""note"":""I don't know how this happens mechanistically, but it is somewhat plausible"",""confidence"":""low"",""validation"":true}"
validated		[H][#8:10][C:2]([H])([#6:3])[#6:1](-[#8:9])-[#8:6]-[#6:5]>>[H][#8:6]-[#6:5].[H][#6:1](-[#8:9])-[#6:2](-[#6:3])=[O:10].[H][#8]C([H])([H])C1([H])[#8]C([H])([#8][H])C([H])([#8][H])C1([H])[#8][H]	null	FALSE	null	-1	"{""note"":""needs ring"",""confidence"":""high"",""nro"":true,""validation"":true}"
validated		[H][#6:13]-1-[#6:14]=[#6:15]-[#6:16]([H])-[c:17]2[c:12]-1[c:11][c:10][c:9]1[o+:18][c:19]3[c:20][c:3][c:4][c:5][c:6]3[n:7][c:8]21.[H][#6:25](-[#6:24])-[#6:26]([H])-[#6:27]=[O:28]>>[c:14]1[c:15][c:16][c:17]2[c:12]([c:13]1)[c:11][c:10][c:9]1[o+:18][c:19]3[c:20][c:3][c:4][c:5][c:6]3[n:7][c:8]21.[#6:24]\[#6:25]=[#6:26]\[#6:27]=[O:28]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
validated		[H][#6:13]-1-[#6:14]=[#6:15]-[#6:16]([H])-[c:17]2[c:12]-1[c:11][c:10][c:9]1[o+:18][c:19]3[c:20][c:3][c:4][c:5][c:6]3[n:7][c:8]21.[H][#6:35](-[#6:34])-[#6:36]([H])-[#6:37]=[O:38]>>[c:14]1[c:15][c:16][c:17]2[c:12]([c:13]1)[c:11][c:10][c:9]1[o+:18][c:19]3[c:20][c:3][c:4][c:5][c:6]3[n:7][c:8]21.[#6:34]-[#6:35]=[#6:36]-[#6:37]=[O:38]	null	FALSE	null	-1	"{""confidence"":""high"",""cofactor"":true,""validation"":true}"
validated		[O:7]=[#6:5]\[#6:4]=[#6:3]\[#6:1]=[O:2].[H][#8:14]-[c:13]1[c:11](-[#6:12])[c:10](-[#6:9])[c:21](-[#8:22][H])[c:20]2[c:19][c:18][c:17][c:16][c:15]12>>[H][#6:4](-[#6:5]=[O:7])-[#6:3]([H])-[#6:1]=[O:2].[#6:9]-[#6:10]-1=[#6:11](-[#6:12])-[#6:13](=[O:14])-[c:15]2[c:16][c:17][c:18][c:19][c:20]2-[#6:21]-1=[O:22]	null	FALSE	null	-1	"{""confidence"":""high"",""validation"":true}"
